count,timestamp,y,y_target,z,z_target,vy,vy_target,vz,vz_target,roll,roll_target,pitch,yaw,thrust,joy_roll,joy_pitch,joy_throttle,joy_yaw,dt
16,6100569241000,0.00958061962052847,0.0,0.12999999523162842,0.12000000029802323,-0.021680986970764534,-0.014370929430792705,0.11952485889196396,-0.029999984800815574,-0.18723158169012327,0.26880721752279435,-0.9754769934522968,89.76434158994739,0.36670910170223875,0.005973493722728763,0.0,-0.2665817965955225,0.0,0.07
17,6100673069000,0.009580698248802194,0.0,0.14000000059604645,0.12000000029802323,0.0013276528977669837,-0.014370929430792705,0.029367754235863686,-0.06000000089406966,-0.32904269138221814,-0.5530855234453729,-1.1519597071010812,89.95936513451834,0.41473303779920884,-0.012290789409897175,0.0,-0.17053392440158233,0.0,0.03
18,6100744030000,0.009580625250170506,0.0,0.14000000059604645,0.12000000029802323,-0.023378086563131235,-0.014370929430792705,-0.02035890519618988,-0.06000000089406966,-0.1641137213022637,0.6864870134772157,-1.2832378312701949,89.77267444841448,0.42523445572346336,0.01525526696616035,0.0,-0.1495310885530733,0.0,0.049131383
19,6100779055000,0.009580487047220526,0.0,0.14000000059604645,0.12000000029802323,0.011772266490913995,-0.014370929430792705,-0.045388542115688324,-0.06000000089406966,-0.7279251980326633,-0.6366722177201862,-1.3101042528823112,89.61739411122085,0.42487601204097747,-0.014148271504893027,0.0,-0.15024797591804506,0.0,0.05077215
20,6100848928000,0.00958069794810098,0.0,0.14000000059604645,0.12000000029802323,-0.019500805998647557,-0.014370929430792705,-0.09369015693664551,-0.06000000089406966,-0.5685369078514266,1.2976877605871915,-1.2806046403561449,89.95690404251,0.44486059161263847,0.028837505790826477,0.0,-0.11027881677472307,0.0,0.049506150000000006
21,6100883071000,0.00958067284073539,0.0,0.14000000059604645,0.12000000029802323,-0.0017691616578134285,-0.014370929430792705,-0.09768345952033997,-0.06000000089406966,-0.3688066483824186,1.0928416742364389,-1.3993605727058276,89.86193030862796,0.43698615061700147,0.02428537053858753,0.0,-0.12602769876599706,0.0,0.049583575000000005
22,6100952117000,0.009580643999756309,0.0,0.14000000059604645,0.12000000029802323,-0.007401251635597767,-0.014370929430792705,-0.04759670048952103,-0.06000000089406966,-0.3277144645377935,-0.008586157852654352,-1.316370025733474,89.80295212035219,0.40219511410551284,-0.0001908035078367634,0.0,-0.19560977178897432,0.0,0.050710875
23,6100986065000,0.009580675065332256,0.0,0.14000000059604645,0.12000000029802323,-0.00952395725335329,-0.014370929430792705,-0.07288110256195068,-0.06000000089406966,-0.5896110257345861,0.6763795383388951,-1.3153664862999195,89.86756612346859,0.42255250673244094,0.015030656407531002,0.0,-0.15489498653511813,0.0,0.07
24,6101021184000,0.009580656142432416,0.0,0.14000000059604645,0.12000000029802323,0.002956266426342906,-0.014370929430792705,-0.04931594803929329,-0.06000000089406966,-0.9875407593842312,-0.07386051014639052,-1.459457908360058,89.8253388170218,0.4059022302261404,-0.0016413446699197892,0.0,-0.18819553954771917,0.0,0.033848807
25,6101092064000,0.009580675224061216,0.0,0.14000000059604645,0.12000000029802323,0.03741617256428363,-0.014370929430792705,-0.033928025513887405,-0.06000000089406966,-0.019168665094855382,0.28543503263356357,-1.4582562883561927,89.86797744401935,0.4000748852649784,0.006343000725190302,0.0,-0.19985022947004316,0.0,0.050353229000000006
